lipidID	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44
Cer(d18:1/16:0).1	-0.552841968657781	-0.431798275933005	-0.180456064458131	-0.283996656365201	-0.481486060122112	-0.301029995663981	-0.387216143280265	-0.309803919971486	-0.229147988357856	-0.173925197299174	-0.494850021680094	-0.366531544420413	-0.3767507096021	-0.337242168318426	-0.397940008672038	-0.537602002101044	-0.494850021680094	-0.585026652029182	-0.301029995663981	-0.221848749616356	-0.167491087293764	-0.397940008672038	-0.494850021680094	-0.408935392973501	-0.327902142064283	-0.481486060122112	-0.1249387366083	-0.431798275933005	-0.481486060122112	-0.508638306165727	-0.327902142064283	-0.309803919971486	-0.431798275933005	-0.337242168318426	-0.356547323513813	-0.346787486224656	-0.356547323513813	-0.267606240177031	-0.301029995663981	-0.337242168318426	-0.301029995663981	-0.387216143280265	-0.301029995663981	-0.2518119729938
Cer(d18:1/16:0).2	-0.154901959985743	-0.207608310501746	-0.102372908709559	-0.130768280269024	-0.292429823902064	-0.148741651280925	-0.236572006437063	-0.0861861476162833	-0.0457574905606751	-0.1249387366083	-0.309803919971486	-0.173925197299174	-0.193820026016113	-0.0915149811213502	-0.167491087293764	-0.180456064458131	-0.346787486224656	-0.275724130399211	-0.148741651280925	-0.1249387366083	-0.214670164989233	-0.167491087293764	-0.366531544420413	-0.2518119729938	-0.154901959985743	-0.161150909262745	-0.10790539730952	-0.173925197299174	-0.167491087293764	-0.275724130399211	-0.173925197299174	-0.2518119729938	-0.173925197299174	-0.167491087293764	-0.102372908709559	-0.173925197299174	-0.221848749616356	-0.142667503568732	-0.154901959985743	-0.142667503568732	-0.0705810742857073	-0.187086643357144	-0.0705810742857073	-0.180456064458131
Cer(d18:1/18:0)	-0.408935392973501	-0.327902142064283	-0.309803919971486	-0.431798275933005	-0.397940008672038	-0.275724130399211	-0.397940008672038	-0.366531544420413	-0.2518119729938	-0.180456064458131	-0.356547323513813	-0.3767507096021	-0.455931955649724	-0.455931955649724	-0.309803919971486	-0.468521082957745	-0.568636235841013	-0.283996656365201	-0.366531544420413	-0.207608310501746	-0.3767507096021	-0.42021640338319	-0.568636235841013	-0.443697499232713	-0.193820026016113	-0.337242168318426	-0.327902142064283	-0.408935392973501	-0.356547323513813	-0.443697499232713	-0.468521082957745	-0.537602002101044	-0.408935392973501	-0.3767507096021	-0.397940008672038	-0.508638306165727	-0.42021640338319	-0.292429823902064	-0.408935392973501	-0.431798275933005	-0.148741651280925	-0.346787486224656	-0.408935392973501	-0.3767507096021
Cer(d18:1/22:0)	0.489958479424835	0.424881636631067	0.568201724066995	0.530199698203082	0.44870631990508	0.440909082065218	0.301029995663981	0.527629900871339	0.745074791582057	0.716003343634799	0.643452676486187	0.639486489268586	0.474216264076255	0.445604203273598	0.492760389026837	0.238046103128795	-0.0177287669604316	0.170261715394957	0.539076098792777	0.532754378992498	0.436162647040756	0.510545010206612	0.292256071356476	0.409933123331295	0.574031267727719	0.53655844257153	0.463892988985907	0.477121254719662	0.423245873936808	0.262451089730429	0.250420002308894	0.201397124320452	0.491361693834273	0.515873843711679	0.553883026643874	0.558708570533166	0.528916700277655	0.511883360978874	0.418301291319745	0.424881636631067	0.663700925389648	0.624282095835668	0.318063334962762	0.445604203273598
Cer(d18:1/22:1)	0.0644579892269184	0.0334237554869497	0.0718820073061254	-0.0555173278498314	-0.0457574905606751	0.0530784434834197	-0.130768280269024	0.0334237554869497	0.204119982655925	0.100370545117563	0.0755469613925307	0.0334237554869497	0	0.0453229787866575	0	-0.173925197299174	-0.301029995663981	-0.102372908709559	-0.0177287669604316	0.103803720955957	-0.0177287669604316	-0.0315170514460649	-0.180456064458131	-0.0705810742857073	-0.0315170514460649	0.123851640967086	-0.0915149811213502	-0.0915149811213502	-0.0555173278498314	-0.0705810742857073	-0.173925197299174	-0.173925197299174	-0.0132282657337552	-0.00877392430750515	-0.0362121726544447	0.0293837776852097	0.0293837776852097	0.0413926851582251	-0.10790539730952	-0.130768280269024	0.12057393120585	0.136720567156407	-0.2518119729938	-0.0409586076789064
Cer(d18:1/24:1)	1.08134730780413	0.997823080745725	1.05115252244738	1.02694162795903	0.890979596989689	0.906335041805091	0.720985744153739	0.93801909747621	1.33223641549144	1.28012289630231	1.05690485133647	1.001733712809	1.03662889536216	1.07188200730613	0.933993163831242	0.642464520242121	0.515873843711679	0.69196510276736	1.066698550423	1.07918124604762	1.01661554755718	1.10890312766731	0.733999286538387	0.885361220031512	1.04139268515822	1.07445071895459	1.05115252244738	1.05994188806195	0.91803033678488	0.777426822389311	0.73559889969818	0.685741738602264	1.11660774398825	1.11394335230684	1.02816441942447	1.05842602445701	1.18241465243455	1.12254352406875	0.885926339801431	0.865696059916071	1.06595298031387	1.09968064110925	0.680335513414563	0.88309335857569
Cer(d18:1/24:2)	0.549003262025788	0.396199347095736	0.469822015978163	0.450249108319361	0.315970345456918	0.369215857410143	0.123851640967086	0.424881636631067	0.669316880566112	0.6232492903979	0.544068044350276	0.432969290874406	0.499687082618404	0.513217600067939	0.406540180433955	0.110589710299249	0.00432137378264258	0.12057393120585	0.460897842756548	0.45178643552429	0.539076098792777	0.550228353055094	0.235528446907549	0.45178643552429	0.445604203273598	0.439332693830263	0.487138375477186	0.530199698203082	0.419955748489758	0.292256071356476	0.214843848047698	0.161368002234975	0.367355921026019	0.45178643552429	0.556302500767287	0.519827993775719	0.545307116465824	0.472756449317212	0.322219294733919	0.344392273685111	0.57287160220048	0.561101383649056	0.255272505103306	0.404833716619938
ChoE(16:0)	1.89248417936469	1.61331316145546	1.64796945836297	1.602168551379	1.52061452187824	1.51706387348265	1.5327543789925	1.62736585659273	1.6232492903979	1.69914368739448	1.69609415999522	1.62695595143545	1.65359838184329	1.51627088272934	1.5165353738958	1.58624963886604	1.58115289196629	1.55351894014897	1.5910646070265	1.53453375600512	1.57611089412084	1.64875021269802	1.68493508264089	1.59846220047415	1.62117628177504	1.60734777676841	1.48515334990365	1.64256343710439	1.44279322593977	1.37291200297011	1.53769319436739	1.39357520326959	1.54838941813292	1.71239713140671	1.5165353738958	1.5963771439976	1.64374868545953	1.73343802709106	1.66445392858116	1.65050179487837	1.67061688640033	1.73909744611748	1.55047295710656	1.58183592405765
ChoE(16:1)	0.419955748489758	0.222716471147583	-0.0315170514460649	-0.0861861476162833	-0.0809219076239261	-0.0604807473813815	-0.200659450546418	-0.148741651280925	-0.0506099933550872	-0.0268721464003014	0.123851640967086	0.0530784434834197	0.170261715394957	0.0755469613925307	-0.0555173278498314	0.0969100130080564	-0.0604807473813815	-0.0409586076789064	0.146128035678238	0.0569048513364726	-0.0809219076239261	0.0969100130080564	0.143014800254095	0.00860017176191757	-0.113509274827518	-0.0969100130080564	0.0453229787866575	0.195899652409234	0.0934216851622351	-0.0506099933550872	0.146128035678238	-0.0915149811213502	-0.130768280269024	0.0293837776852097	-0.130768280269024	-0.119186407719209	-0.142667503568732	-0.0655015487564323	-0.229147988357856	-0.229147988357856	-0.0705810742857073	-0.0457574905606751	-0.0969100130080564	-0.0409586076789064
ChoE(18:1)	1.48215869541128	1.34321159017975	1.4360035356699	1.38827886345964	1.1092409685882	0.966610986681934	1.25791845031406	1.28307497473547	1.25983269906348	1.48501121457857	1.39022836246913	1.24204423936955	1.32919441508845	1.22891340599469	1.33505651943909	1.27044590801796	1.42991369776375	1.20167017964658	1.32221929473392	1.21537315278342	1.31889771462749	1.39269695325967	1.38952046584638	1.40500466505037	1.42813479402879	1.32797162362301	1.28012289630231	1.39637372753651	1.17084820364331	1.02036128264771	1.17231096852195	0.953276336667304	1.28623185402855	1.49415459401844	1.37511468469223	1.35468455395473	1.30124708863621	1.41363499719856	1.54617236831694	1.46938013584993	1.36078268987328	1.47334096418594	1.27485032001666	1.32715451240943
ChoE(18:2)	0.707570176097936	0.667452952889954	0.688419822002711	0.802773725291976	0.225309281725863	0.569373909615046	0.531478917042255	0.155336037465062	0.797959643737196	0.510545010206612	0.495544337546448	0.52244423350632	0.437750562820388	0.719331286983727	1.14019367857863	0.669316880566112	0.212187604403958	0.45178643552429	0.677606952720493	0.752816431188271	0.562292864456475	0.532754378992498	0.817565369559781	0.65417654187796	0.902002891350729	0.625312450961674	0.766412847112399	0.873320601815399	0.752816431188271	0.551449997972875	0.587710965018911	0.305351369446624	0.707570176097936	0.260071387985075	0.521138083704036	0.532754378992498	0.628388930050311	0.492760389026837	0.413299764081252	0.462397997898956	0.806858029518817	0.478566495593843	0.212187604403958	0.378397900948138
ChoE(18:3)	1.13193929521042	0.94299959336604	0.860338006570994	0.893761762057943	0.662757831681574	0.658964842664435	0.710117365111816	0.8055008581584	0.846955325019824	0.960946195733831	0.781036938621132	0.64640372622307	0.885361220031512	0.8055008581584	0.76715586608218	0.876217840591642	0.952792443044092	0.88930170250631	0.843855422623161	0.845718017966659	0.806179973983887	0.839478047374198	0.915927211697116	0.782472624166286	0.786751422145561	0.714329759745233	0.776701183988411	0.873320601815399	0.761175813155731	0.577491799837225	0.621176281775035	0.48572142648158	0.721810615212547	0.89707700320942	0.79657433321043	0.77887447200274	0.872156272748293	0.905795880367869	0.925827574624742	0.959994838328416	0.757396028793024	0.8055008581584	0.841984804590114	0.854913022307856
ChoE(19:4)	1.21005084987514	1.0920184707528	1.02857125269254	1.16286299332193	0.910090545594068	0.732393759822969	1.03981055414835	1.22115332195471	1.20357677497797	1.25695815256093	1.00774777800074	0.9698816437465	1.0565237240791	1.07298474462793	1.04649516433471	1.03822263836872	1.23854788768133	1.26316246496222	1.13417710757677	1.06929801211553	1.12807601266872	1.19005141775921	1.26316246496222	1.14519640611418	1.00902574208691	0.8926510338773	0.875639937004168	1.14144977340047	1.08098704691089	0.792391689498254	0.662757831681574	0.720985744153739	0.991669007379949	1.06781451116184	1.10856502373283	1.43552585149865	1.24919835739111	1.1102529173534	1.22375545365724	1.24427712080184	1.01911629044707	1.07481644064517	1.14798532068381	1.11494441571258
ChoE(20:3).1	1.14891099310936	0.831869774280502	0.823474229170301	0.786751422145561	0.673020907128896	0.720985744153739	0.751279103983342	0.812244696800369	0.744292983122676	0.957128197676813	0.96189547366785	0.775974331129369	0.836324115706752	0.66838591669	0.666517980554881	0.782472624166286	0.725094521081469	0.717670503002262	0.8109042806687	0.673020907128896	0.725094521081469	0.847572659142112	0.932980821923198	0.777426822389311	0.799340549453582	0.793790384690819	0.64640372622307	0.822168079368018	0.588831725594207	0.478566495593843	0.673020907128896	0.526339277389844	0.720159303405957	0.931457870689005	0.665580991017953	0.838849090737255	0.840106094456758	0.952792443044092	0.923244018630276	0.888740960682893	0.898176483497677	0.935507265824713	0.802773725291976	0.851258348719075
ChoE(20:3).2	0.605305046141109	0.523746466811564	0.53655844257153	0.523746466811564	0.305351369446624	0.0969100130080564	0.44870631990508	0.459392487759231	0.385606273598312	0.642464520242121	0.540329474790874	0.332438459915605	0.488550716500444	0.305351369446624	0.399673721481038	0.413299764081252	0.558708570533166	0.294466226161593	0.439332693830263	0.330413773349191	0.352182518111362	0.484299839346786	0.540329474790874	0.570542939881898	0.574031267727719	0.503790683057181	0.406540180433955	0.472756449317212	0.257678574869184	0.14921911265538	0.20682587603185	0.143014800254095	0.456366033129043	0.612783856719735	0.488550716500444	0.424881636631067	0.429752280002408	0.619093330626743	0.751279103983342	0.677606952720493	0.517195897949974	0.651278013998144	0.382017042574868	0.505149978319906
ChoE(20:4)	0.691081492122968	0.434568904034199	0.28330122870355	0.328379603438738	0.269512944217916	0.305351369446624	0.247973266361807	0.292256071356476	0.463892988985907	0.608526033577194	0.397940008672038	0.352182518111362	0.322219294733919	0.330413773349191	0.431363764158987	0.428134794028789	0.484299839346786	0.494154594018443	0.257678574869184	0.250420002308894	0.356025857193123	0.372912002970107	0.474216264076255	0.252853030979893	0.354108439147401	0.260071387985075	0.352182518111362	0.517195897949974	0.195899652409234	0.136720567156407	0.184691430817599	0.0969100130080564	0.222716471147583	0.276461804173244	0.201397124320452	0.385606273598312	0.328379603438738	0.340444114840118	0.276461804173244	0.2405492482826	0.287801729930226	0.326335860928751	0.436162647040756	0.3654879848909
